Run,Accuracy,Precision,Recall,Macro F1
0,0.7311111111111112,0.7296762334773975,0.7311111111111112,0.7225267951426763
1,0.7214814814814815,0.7197814653944238,0.7214814814814815,0.7126759418691093
2,0.7288888888888889,0.7318417233480606,0.7288888888888888,0.7211501437084477
