Run,Accuracy,Precision,Recall,Macro F1
0,0.7281481481481481,0.7283865676275072,0.7281481481481481,0.7203115751850557
1,0.72,0.7195461302034739,0.7200000000000001,0.7115861617013092
2,0.7296296296296296,0.7358093816946445,0.7296296296296297,0.7222727113476465
