Run,Accuracy,Precision,Recall,Macro F1
0,0.7385185185185185,0.7258073464673535,0.7385185185185185,0.728113157112568
1,0.7348148148148148,0.7203512839450354,0.7348148148148148,0.7242301015867905
2,0.7466666666666667,0.7361159647501196,0.7466666666666667,0.7377021655715091
