Run,Accuracy,Precision,Recall,Macro F1
0,0.6933333333333334,0.6802412571991937,0.6933333333333334,0.6813582643434911
1,0.682962962962963,0.6672128439631404,0.682962962962963,0.6703591435571571
2,0.6977777777777778,0.6848009500924995,0.6977777777777777,0.6867715579492629
