Run,Accuracy,Precision,Recall,Macro F1
0,0.7451851851851852,0.7405635385655928,0.7451851851851852,0.7364023141766486
1,0.7481481481481481,0.7451606580692279,0.7481481481481481,0.7396752795088014
2,0.7555555555555555,0.7561637566155365,0.7555555555555555,0.7478914214857325
