Run,Accuracy,Precision,Recall,Macro F1
0,0.7066666666666667,0.6932396491221594,0.7066666666666667,0.6949050061575758
1,0.6977777777777778,0.681324655166,0.6977777777777777,0.6850386056667811
2,0.7125925925925926,0.7001766708533682,0.7125925925925926,0.7018252572967323
