Run,Accuracy,Precision,Recall,Macro F1
0,0.7103703703703703,0.715566251336954,0.7103703703703704,0.7035278335485056
1,0.7,0.6997310640018667,0.7000000000000001,0.6902716528969964
2,0.7133333333333334,0.7237257314958657,0.7133333333333334,0.7065445441712056
