Run,Accuracy,Precision,Recall,Macro F1
0,0.13333333333333333,0.06798568228601266,0.047058823529411764,0.05341107817802334
1,0.12296296296296297,0.0464575794289967,0.03513227513227514,0.037876489478973784
2,0.10592592592592592,0.06475144480996275,0.037385620915032676,0.04519830405450867
