Run,Accuracy,Precision,Recall,Macro F1
0,0.015555555555555555,0.01684644742555477,0.0019047619047619048,0.00326742156207411
1,0.01037037037037037,0.006988727858293076,0.0011522633744855968,0.001959272926062594
2,0.007407407407407408,0.011417432470064048,0.0008230452674897119,0.0015257626196009465
