Run,Accuracy,Precision,Recall,Macro F1
0,0.13333333333333333,0.015384615384615385,0.1,0.026666666666666665
1,0.06666666666666667,0.008333333333333333,0.1,0.015384615384615385
2,0.13333333333333333,0.014285714285714285,0.1,0.025
